"146.490","*","MA","Newton","NXDN    ","KB1KVD","RAN1","","Local","Middlesex","","","","2020/12/29",
"146.500","*","NH","Pelham","DMR    ","W1STT","CC5","",,"Hillsborough","","","Brandmeister DMR Net","2020/04/19",
"146.610","-","CT","West Haven","","W1GB ","110.9","",,"New Haven","","","","2014/10/19",
"146.610","-","MA","Mendon","","K1KWP","146.2","",,"Worcester","4133","4133/W1MRA-R","MMRA Net,[MMRA2 Net]","2016/01/12",
"146.610","-","ME","Franklin","","WB5NKJ","107.2","",,"Hancock","","","[444.800 (Franklin, ME)],WX: DTMF 25","2025/08/18",
"146.610","-","ME","Lewiston","YSF/FM ","W1NPP","88.5","","OFF","Androscoggin","","","","2025/07/09",
"146.610","-","NH","Pembroke","","K1DED","100.0","",,"Merrimack","","","","2020/11/08",
"146.610","-","VT","Burlington","","W1KOO","100.0","",,"Chittenden","","","","2013/12/18",
"146.625","-","CT","Fairfield","","WB1CQO","74.4","",,"Fairfield","","","","2025/05/17",
"146.625","-","MA","Orange","","NA1P","110.9","",,"Franklin","","","","2024/11/24",
"146.625","-","MA","West Newbury","","K1KKM","131.8","131.8*",,"Essex","","","","2020/05/03",
"146.625","-","ME","Vassalboro","YSF    ","N1UB","114.8","",,"Kennebec","","","UFB New England YSF Net","2025/08/23",
"146.625","-","RI","Cumberland","DMR/FM ","W1DMR","CC1/146.2","",,"Providence","","","Brandmeister DMR Net","2020/08/30",
"146.625","-","VT","Williamstown","","W1BD","100.0","",,"Orange","","","","2025/08/24",
"146.640","-","CT","Hartford","","W1HDN","141.3","",,"Hartford","","","","2021/06/11",
"146.640","-","MA","Waltham","P25/FM ","W1MHL","NAC293/136.5","",,"Middlesex","","490278","","2025/08/25",
"146.640","-","ME","Fort Kent","","W1TCF","100.0","",,"Aroostook","","","","2025/05/10",
"146.640","-","ME","Saponac","","KA1UMG","82.5","",,"Penobscot","","","","2022/04/15",
"146.640","-","NH","Hanover","","W1UWS","110.9","",,"Grafton","","","","2017/01/29",
"146.655","-","CT","Stamford","","W1EE","100.0","",,"Fairfield","","","","2020/06/24",
"146.655","-","MA","Clinton","","N1ZUZ","74.4","74.4",,"Worcester","","","","2012/10/07",
"146.655","-","MA","Falmouth","YSF/FM ","K1RK","88.5","",,"Barnstable","","","","2017/05/08",
"146.655","-","NH","Mt. Washington","","W1NH","100.0","",,"Coos","","","","2019/05/06",
"146.670","-","CT","Groton","","W1NLC","156.7","156.7*",,"New London","","","","2024/05/06",
"146.670","-","MA","Feeding Hills","","W1TOM","127.3","",,"Hampden","","","","2015/10/11",
"146.670","-","MA","Quincy","","W1BRI","146.2","","OFF","Norfolk","","","[MMRA Net],[MMRA2 Net]","2025/08/27",
"146.670","-","ME","Augusta","YSF/FM ","N1VKQ","100.0","","Local","Kennebec","","","UFB New England YSF Net","2025/08/23",
"146.670","-","ME","Topsfield","","W1LH","100.0","",,"Washington","","","","2024/12/28",
"146.670","-","NH","Sanbornton","YSF/FM ","W1JY","123.0","","OFF","Belknap","","","","2022/03/16",
"146.685","-","CT","Bristol","","W1DHT","77.0","",,"Hartford","","","","2025/09/16",
"146.685","-","MA","Plymouth","","N1ZIZ","131.8","",,"Plymouth","","","","2024/05/06",
"146.685","-","NH","Bedford","YSF/FM ","N1QC","100.0","",,"Hillsborough","","","","2015/01/01",
"146.685","-","NH","Berlin","","W1COS","100.0","",,"Coos","","","","2015/08/14",
"146.700","-","CT","West Hartford","","N1XLU","162.2","",,"Hartford","","","","2013/06/11",
"146.700","-","ME","Litchfield","DMR    ","N1ITR","CC12","",,"Kennebec","","","DMR-MARC New England Net","2024/05/06",
"146.700","-","ME","Van Buren","YSF/FM ","K7OP","127.3","",,"Aroostook","","","","2016/03/28",
"146.700","-","NH","Northwood","YSF/FM ","K1JEK","88.5","",,"Rockingham","","","UFB New England YSF Net","2025/08/23",
"146.700","-","NH","Auburn",,"K1JEK","136.5",,,,,,"Remote RX for K1JEK Northwood, NH"
"146.700","-","NH","Kensington",,"K1JEK","141.3",,,,,,"Remote RX for K1JEK Northwood, NH"
"146.700","-","RI","North Providence","","K1CR","","123.0",,"Providence","","","","2015/10/25",
"146.715","-","MA","Holyoke","","KB1AEV","100.0","",,"Hampden","","","","2025/08/26",
"146.715","-","MA","North Reading","","KC1US","146.2","",,"Middlesex","","","[MMRA Net],[MMRA2 Net]","2023/12/02",
"146.715","-","ME","Eagle Lake","","N1CHF","100.0","",,"Aroostook","","","","2019/11/17",
"146.715","-","ME","Morrill","YSF/FM ","N1STN","118.8","",,"Waldo","","","UFB New England YSF Net","2025/08/23",
"146.715","-","NH","Alstead","","K1JWM","123.0","",,"Cheshire","","336966","N1IMO Net","2025/03/23",
"146.715","-","NH","Clarksville","","W1COS","100.0","",,"Coos","","","","2017/02/13",
"146.715","-","RI","Saunderstown","","K1NQG","67.0","",,"Washington","","","","2024/05/06",
"146.730","-","CT","New Milford","","NA1RA","151.4","",,"Litchfield","","","NA1RA Net","2022/05/01",
"146.730","-","CT","Norwich","","N1NW","156.7","",,"New London","","","","2025/09/10",
"146.730","-","MA","Barnstable","","W1SGL","67.0","67.0*","Limited RX","Barnstable","","","","2026/03/07",
"146.730","-","ME","Falmouth","","W1KVI","100.0","",,"Cumberland","","","","2012/08/06",
"146.730","-","ME","Madison","","KA1C","91.5","",,"Somerset","","","","2018/06/20",
"146.730","-","ME","North Wade","","K1FS","123.0","",,"Aroostook","","","","2019/11/17",
"146.730","-","NH","Hollis","","N1IMO","88.5","",,"Hillsborough","","336966","N1IMO Net","2023/06/11",
"146.730","-","NH","Brookline",,"N1IMO","151.4",,,,,,"Remote RX for N1IMO Hollis, NH"
"146.745","-","CT","West Hartford","","W1HDN","82.5","",,"Hartford","","","","2013/12/08",
"146.745","-","MA","Canton","","K1BFD","146.2","",,"Norfolk","","","","2024/03/08",
"146.745","-","NH","Derry","YSF/FM ","WT1M","114.8","",,"Rockingham","","","UFB New England YSF Net","2025/08/23",
"146.745","-","VT","Jay Peak","","K1JAY","100.0","",,"Orleans","","","","2025/05/10",
"146.760","-","ME","Gray","","KA1SHU","100.0","",,"Cumberland","","","Panda Net","2024/11/10",
